id,name,price,description,barcode,url,picture
10729,"SHANDA SDF-360 Внутренний фильтр для аквариума до 200л, MAX 1200л/ч, 15 вт",1625,"Компактный фильтр для аквариума с насадкой дождиком и шлангом для аэрации аквариума.

Предназначен для аквариумов до 200л.

Максимальная производительность 1200л/ч.

Максимальная выходная мощность 15вт.

В корпусе фильтра имеется губка для фильтрации механического мусора.",9555671409221,https://axolotl.ru/catalog/akvariumnoe_oborudovanie/vnutrennie_filtry/shanda_sdf_360_vnutrenniy_filtr_dlya_akvariuma_do_200l_max_1200l_ch_15_vt/,https://axolotl.ru/upload/iblock/afe/s7zhhn5v43qmziyt3fhdqw90y8g7cz34/%D1%87%2C%2015%20%D0%B2%D1%82.png
10764,"SHANDA SDF-330 Внутренний фильтр для аквариум до 80л, MAX 600л/ч. 3вт",850,"Компактный фильтр для аквариума с насадкой дождиком и шлангом для аэрации аквариума.

Предназначен для аквариумов до 80л.

Максимальная производительность 600л/ч.

Максимальная выходная мощность 3вт.

В корпусе фильтра имеется губка для фильтрации механического мусора.",9555671409191,https://axolotl.ru/catalog/akvariumnoe_oborudovanie/vnutrennie_filtry/shanda_sdf_330_vnutrenniy_filtr_dlya_akvarium_do_80l_max_600l_ch_3vt/,https://axolotl.ru/upload/iblock/55f/16xua79mjj4xep7w19rkdlksuogx1d30/%D1%87.%203%D0%B2%D1%82.png
10775,"X Aquatic XH-558 Нагреватель с терморегулятором, 800 Вт для аквариума до 1000 л",4400,"• НА 30% ЭКОНОМИЧНЕЕ И НА 20% БЫСТРЕЕ КЛАССИЧЕСКИХ НАГРЕВАТЕЛЕЙ
• ПОДДЕРЖИВАЕТ ЗАДАННУЮ ТЕМПЕРАТУРУ
• ЗАЩИТА ОТ ПЕРЕГРЕВА И ПОПАДАНИЯ ВОДЫ
• АВТОМАТИЧЕСКОЕ ВЫКЛЮЧЕНИЕ В СЛУЧАЕ НИЗКОГО УРОВНЯ ВОДЫ ИЛИ ЕЁ ПОЛНОГО ОСТУТСТВИЯ
• ДЛИННЫЙ ШНУР
• ЦИФРОВОЙ ДИСПЛЕЙ С ИНДИКАЦИЕЙ ТЕМПЕРАТУРЫ
• ВЫСОКАЯ ТОЧНОСТЬ
• ПОДХОДИТ ДЛЯ ЛЮБОГО АКВАРИУМА ДО 1000 ЛИТРОВ
• ВНЕШНИЙ БЛОК УПРАВЛЕНИЯ",2000314045535,https://axolotl.ru/catalog/akvariumnoe_oborudovanie/nagrevateli_okhladiteli/x_aquatic_xh_558_nagrevatel_s_termoregulyatorom_800_vt_dlya_akvariuma_do_1000_l/,https://axolotl.ru/upload/iblock/d70/gewizv3i2atbftlt8121crhh8g2wri6q/X%20Aquatic%20XH-558%20%D0%9D%D0%B0%D0%B3%D1%80%D0%B5%D0%B2%D0%B0%D1%82%D0%B5%D0%BB%D1%8C%20%D1%81%20%D1%82%D0%B5%D1%80%D0%BC%D0%BE%D1%80%D0%B5%D0%B3%D1%83%D0%BB%D1%8F%D1%82%D0%BE%D1%80%D0%BE%D0%BC%2C%20800%20%D0%92%D1%82%20%D0%B4%D0%BB%D1%8F%20%D0%B0%D0%BA%D0%B2%D0%B0%D1%80%D0%B8%D1%83%D0%BC%D0%B0%20%D0%B4%D0%BE%201000%20%D0%BB.jpeg
10776,"SHANDA SD-3200 Помпа для аквариума до 400л, подъем воды до 1,5м, 2000л/ч, 10вт",1450,"Погружная помпа для циркуляции воды в аквариуме.

Высота подъема воды до 1.5м

Максимальная производительность 2000л/ч

Для аквариума до 400л

Пиковая выходная мощность 10Вт

Крепится на присоски к стенкам аквариума",9555671409740,https://axolotl.ru/catalog/akvariumnoe_oborudovanie/pompy/shanda_sd_3200_pompa_dlya_akvariuma_do_400l_podem_vody_do_1_5m_2000l_ch_10vt/,https://axolotl.ru/upload/iblock/0bd/jgqe6ra6yb3flqv4tlt53cqhour5ga5y/%D1%87%2C%2010%D0%B2%D1%82.png
10777,"SHANDA SD-4200 Помпа для аквариума до 500л, подъем воды до 1,8м, 2800л/ч, 14вт",1650,"Погружная помпа для циркуляции воды в аквариуме.

Высота подъема воды до 1.8м

Максимальная производительность 2800л/ч

Для аквариума до 500л

Пиковая выходная мощность 14Вт

Крепится на присоски к стенкам аквариума",9555671409757,https://axolotl.ru/catalog/akvariumnoe_oborudovanie/pompy/shanda_sd_4200_pompa_dlya_akvariuma_do_500l_podem_vody_do_1_8m_2800l_ch_14vt/,https://axolotl.ru/upload/iblock/9d2/b3o9rvk5cjw4v9p1ld4apg3k26tjbrtg/%D1%87%2C%2014%D0%B2%D1%82.png
19703,"SHANDA SDP-2800 Аквариумная подъемная помпа до 2м, 1800л/ч, 10вт",1890,"Подъемная помпа для воды в аквариуме или пруду.

Высота подъема до 2м.

Максимальная производительность 1800 л/ч

Максимальная выходная мощность 10 Вт.

Помпа крепится на дне аквариума присосками",9555671409818,https://axolotl.ru/catalog/akvariumnoe_oborudovanie/pompy/shanda_sdp_2800_akvariumnaya_podemnaya_pompa_do_2m_1800l_ch_10vt/,https://axolotl.ru/upload/iblock/3c1/d7w00x9cb8p0hp2e20mio8l3vnqjrwo1/%D1%87%2C%2010%D0%B2%D1%82.png
19708,"SHANDA SDP-800 Аквариумная подъемная помпа до 1м, 800л/ч, 4вт",1150,"Подъемная помпа для воды в аквариуме или пруду.

Высота подъема до 1м.

Максимальная производительность 800 л/ч

Максимальная выходная мощность 4 Вт.

Помпа крепится на дне аквариума присосками",9555671409795,https://axolotl.ru/catalog/akvariumnoe_oborudovanie/pompy/shanda_sdp_800_akvariumnaya_podemnaya_pompa_do_1m_800l_ch_4vt/,https://axolotl.ru/upload/iblock/edc/61o9sgcwwgfwui0mcs3oi9aq4l5hmgi2/%D1%87%2C%204%D0%B2%D1%82.png
19728,"SHANDA SC-L Магнитный скребок для чистки аквариума, с ручкой, L (до 10 мм)",1489,"Магнитный очиститель для аквариума. 
Мощный магнит - до 10 лет без размагничивания.
Удобная ручка, магнит не выскользнет из рук во время чистки.
Магнитная часть не тонет, в случае отмагничивания она будет плавать.
Поверхность из материала, который не царапает стекло, при этом хорошо очищает налет и водоросли.",9555681509072,https://axolotl.ru/catalog/aksessuary_dlya_obsluzhivaniya_i_ukhoda/skrebki_magnity_i_ershiki/shanda_sc_l_magnitnyy_skrebok_dlya_chistki_akvariuma_s_ruchkoy_l_do_10_mm/,https://axolotl.ru/upload/iblock/6ef/cdqnr6wxip503v7bh9rozqjyphhane8z/SHANDA%20SC-L%20%D0%9C%D0%B0%D0%B3%D0%BD%D0%B8%D1%82%D0%BD%D1%8B%D0%B9%20%D1%81%D0%BA%D1%80%D0%B5%D0%B1%D0%BE%D0%BA%20%D0%B4%D0%BB%D1%8F%20%D1%87%D0%B8%D1%81%D1%82%D0%BA%D0%B8%20%D0%B0%D0%BA%D0%B2%D0%B0%D1%80%D0%B8%D1%83%D0%BC%D0%B0%2C%20%D1%81%20%D1%80%D1%83%D1%87%D0%BA%D0%BE%D0%B9%2C%20L%20%28%D0%B4%D0%BE%2010%20%D0%BC%D0%BC%29.png
19737,"SHANDA SDH-328 Нагреватель регулируемый, металлический, 50Вт",1090,"Универсальный металлический нагреватель с возможностью регулировки.

Для объема: 15-50 л
Мощность: 50 Ватт
Производитель SHANDA (Китай)
Применение нагревателя:
Фиксируется двумя присосками.
Нагреватели - погружные устройства и должны включаться в сеть после установки в аквариуме.
Заданная температура точно поддерживается на нужном уровне (+-1С).
Корпус нагревателя производится из нержавеющей стали, ударопрочной и долговечной.
Благодаря металлическому корпусу обеспечивается равномерный нагрев и хорошая теплоотдача.",9555663408010,https://axolotl.ru/catalog/akvariumnoe_oborudovanie/nagrevateli_okhladiteli/shanda_sdh_328_nagrevatel_reguliruemyy_metallicheskiy_50vt/,https://axolotl.ru/upload/iblock/38b/l9unkwx43496mgqrugwp0mriwrhkbtqx/SHANDA%20SDH-328%20%D0%9D%D0%B0%D0%B3%D1%80%D0%B5%D0%B2%D0%B0%D1%82%D0%B5%D0%BB%D1%8C%20%D1%80%D0%B5%D0%B3%D1%83%D0%BB%D0%B8%D1%80%D1%83%D0%B5%D0%BC%D1%8B%D0%B9%2C%20%D0%BC%D0%B5%D1%82%D0%B0%D0%BB%D0%BB%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B8%D0%B9%2C%2050%D0%92%D1%82.jpeg
19739,"SHANDA SDA-8803 Компрессор двухканальный аквариумный, регулируемый, до 200л, 420л/ч (2*210л/ч) 8 вт",1650,"Компрессоры SHANDA SDA-8802 очень тихие и надежные. 

крайне низкий уровень шума благодаря шумопонижающим камерам 

инновационный дизайн, уплотненные стенки корпуса, снижающие вибрацию резиновые опоры 

высокий уровень качества и надежности 

равномерная подача воздуха за счет мощной и долговечной мембраны 

высокий уровень удобства в обслуживании",9555671409306,https://axolotl.ru/catalog/akvariumnoe_oborudovanie/kompressory_i_sredstva_aeratsii/shanda_sda_8803_kompressor_dvukhkanalnyy_akvariumnyy_reguliruemyy_do_200l_420l_ch_2_210l_ch_8_vt/,https://axolotl.ru/upload/iblock/ad5/sqal75bsv2pwinai7if5ocmieqyfluum/%D1%87%29%208%20%D0%B2%D1%82.png
19744,"SHANDA SDF-316 Внутренний фильтр для аквариума и террариума, водопадный, 600л/ч, 5вт",1450,"Фильтр для очищения акватеррариумов, аквариумов с надводной частью, аквариумов с черепахами и земноводными объемом до 200 литров. 
Выполняет сразу 2 функции - фильтрация воды и аэрация воды посредством водопада.
Мощность: 5 Ватт
Максимальная производительность: 500 литров в час
Для объема: 100-200 литров
Производитель SHANDA
Минималистичный дизайн хорошо вписывается в любой дизайн.
Фильтрация механическая и биологическая.",9555671409054,https://axolotl.ru/catalog/akvariumnoe_oborudovanie/vnutrennie_filtry/shanda_sdf_316_vnutrenniy_filtr_dlya_akvariuma_i_terrariuma_vodopadnyy_600l_ch_5vt/,https://axolotl.ru/upload/iblock/280/3a4iokada71lzve69734q2a13b55llzx/%D1%87%2C%205%D0%B2%D1%82.png
19751,"SHANDA SDH-318 Нагреватель регулируемый, стеклянный, 100Вт",780,"Универсальный стеклянный нагреватель с возможностью регулировки.

Для объема: 35-100 л

Мощность: 100 Ватт

Производитель SHANDA (Китай)

Применение нагревателя:

Фиксируется двумя присосками.

Нагреватели - погружные устройства и должны включаться в сеть после установки в аквариуме.

Заданная температура точно поддерживается на нужном уровне (+-1С).

Корпус нагревателя производится из стекла для лучшего теплообмена.",9625018020133,https://axolotl.ru/catalog/akvariumnoe_oborudovanie/nagrevateli_okhladiteli/shanda_sdh_318_nagrevatel_reguliruemyy_steklyannyy_100vt/,https://axolotl.ru/upload/iblock/8a8/zw21o9wnc61fhnj1tdc8id1xs5ypoxnu/SHANDA%20SDH-318%20%D0%9D%D0%B0%D0%B3%D1%80%D0%B5%D0%B2%D0%B0%D1%82%D0%B5%D0%BB%D1%8C%20%D1%80%D0%B5%D0%B3%D1%83%D0%BB%D0%B8%D1%80%D1%83%D0%B5%D0%BC%D1%8B%D0%B9%2C%20%D1%81%D1%82%D0%B5%D0%BA%D0%BB%D1%8F%D0%BD%D0%BD%D1%8B%D0%B9%2C%20100%D0%92%D1%82.jpeg
19767,"X Aquatic XAP-001S Ультратихий компрессор 360л/ч (2*180л) для аквариума до 500л, 4Вт",4020,"Ультра тихий компрессор для аквариумов до 500 л.

Давление 0,024 МПа

Уровень шума ⩽30 db

Максимальная производительность: 360л/ч

Два выхода по 180л/ч каждый.

Экономичный - 4 вт

Уникальная система внутреннего демпфирования - гасит все механические шумы.

Сложная нарезная система внутренней камеры механизма - позволяет снизить шум на 50% по сравнению с аналогами других фирм.

Конструкция выходов с демпфером и глушителем - компрессор работает еще тише чем себе можно представить.",2000988747537,https://axolotl.ru/catalog/akvariumnoe_oborudovanie/kompressory_i_sredstva_aeratsii/x_aquatic_xap_001s_ultratikhiy_kompressor_360l_ch_2_180l_dlya_akvariuma_do_500l_4vt/,https://axolotl.ru/upload/iblock/1c2/tsyu85ym4uh33v27fj4rlejll3slg8cy/%D1%87%20%282z180%D0%BB%29%20%D0%B4%D0%BB%D1%8F%20%D0%B0%D0%BA%D0%B2%D0%B0%D1%80%D0%B8%D1%83%D0%BC%D0%B0%20%D0%B4%D0%BE%20500%D0%BB%2C%204%D0%92%D1%82.png
19773,"SHANDA SDH-318 Нагреватель регулируемый, стеклянный, 200Вт",960,"Универсальный стеклянный нагреватель с возможностью регулировки.

Для объема: 85-200 л

Мощность: 200 Ватт

Производитель SHANDA (Китай)

Применение нагревателя:

Фиксируется двумя присосками.

Нагреватели - погружные устройства и должны включаться в сеть после установки в аквариуме.

Заданная температура точно поддерживается на нужном уровне (+-1С).

Корпус нагревателя производится из стекла для лучшего теплообмена.",9625018020126,https://axolotl.ru/catalog/akvariumnoe_oborudovanie/nagrevateli_okhladiteli/shanda_sdh_318_nagrevatel_reguliruemyy_steklyannyy_200vt/,https://axolotl.ru/upload/iblock/285/48kd9l1d3lty52nae12vp1e3ibihz1uw/SHANDA%20SDH-318%20%D0%9D%D0%B0%D0%B3%D1%80%D0%B5%D0%B2%D0%B0%D1%82%D0%B5%D0%BB%D1%8C%20%D1%80%D0%B5%D0%B3%D1%83%D0%BB%D0%B8%D1%80%D1%83%D0%B5%D0%BC%D1%8B%D0%B9%2C%20%D1%81%D1%82%D0%B5%D0%BA%D0%BB%D1%8F%D0%BD%D0%BD%D1%8B%D0%B9%2C%20200%D0%92%D1%82.jpeg
19774,"X Aquatic XH-998 Нагреватель с AI модулем для аквариума до 50 литров, 50Вт",1850,"Нагреватель для аквариума с цифровым дисплеем. Регулировка от 17 до 34 С (+- 0.2C)

Встроенный цифровой дисплей для контроля температуры.

Современный высокочастотный контроллер:

Встроенный интеллектуальный AI модуль контроля температуры - позволяем эффективно поддерживать температуру без перерасхода электроэнергии и увеличивает срок службы.

Встроенный кожух от животных - ни одно животное не обожгется.

Автоматическая защита от работы без воды и от перегрева.

Компактный и минималистичный дизайн.

Крепится 2 присосками к стенке или дну аквариума.

Рекомендуемый объем аквариума для максимальной эффективности работы: 20-30 литров.

Максимальный рабочий объем аквариума до 50 литров.

Длинна кабеля 1м",2000988747704,https://axolotl.ru/catalog/akvariumnoe_oborudovanie/nagrevateli_okhladiteli/x_aquatic_xh_998_nagrevatel_s_ai_modulem_dlya_akvariuma_do_50_litrov_50vt/,https://axolotl.ru/upload/iblock/372/s98f8572rn6hy423bormscer36b0589e/X%20Aquatic%20XH-998%20%D0%9D%D0%B0%D0%B3%D1%80%D0%B5%D0%B2%D0%B0%D1%82%D0%B5%D0%BB%D1%8C%20%D1%81%20AI%20%D0%BC%D0%BE%D0%B4%D1%83%D0%BB%D0%B5%D0%BC%20%D0%B4%D0%BB%D1%8F%20%D0%B0%D0%BA%D0%B2%D0%B0%D1%80%D0%B8%D1%83%D0%BC%D0%B0%20%D0%B4%D0%BE%2050%20%D0%BB%D0%B8%D1%82%D1%80%D0%BE%D0%B2%2C%2050%D0%92%D1%82.jpeg
19782,"SHANDA SDH-318 Нагреватель регулируемый, стеклянный, 50Вт",620,"Универсальный стеклянный нагреватель с возможностью регулировки.

Для объема: 15-50 л

Мощность: 50 Ватт

Производитель SHANDA (Китай)

Применение нагревателя:

Фиксируется двумя присосками.

Нагреватели - погружные устройства и должны включаться в сеть после установки в аквариуме.

Заданная температура точно поддерживается на нужном уровне (+-1С).

Корпус нагревателя производится из стекла для лучшего теплообмена.",9625018020140,https://axolotl.ru/catalog/akvariumnoe_oborudovanie/nagrevateli_okhladiteli/shanda_sdh_318_nagrevatel_reguliruemyy_steklyannyy_50vt/,https://axolotl.ru/upload/iblock/ee4/gm6uhe8acem8vm3ygcsh3ejh8f06t620/SHANDA%20SDH-318%20%D0%9D%D0%B0%D0%B3%D1%80%D0%B5%D0%B2%D0%B0%D1%82%D0%B5%D0%BB%D1%8C%20%D1%80%D0%B5%D0%B3%D1%83%D0%BB%D0%B8%D1%80%D1%83%D0%B5%D0%BC%D1%8B%D0%B9%2C%20%D1%81%D1%82%D0%B5%D0%BA%D0%BB%D1%8F%D0%BD%D0%BD%D1%8B%D0%B9%2C%2050%D0%92%D1%82.jpeg
19783,"SHANDA SDP-3800 Аквариумная подъемная помпа до 2,5м, 2500л/ч, 18вт",2490,"Подъемная помпа для воды в аквариуме или пруду.

Высота подъема до 2.5м.

Максимальная производительность 2500 л/ч

Максимальная выходная мощность 18 Вт.

Помпа крепится на дне аквариума присосками",9555671409825,https://axolotl.ru/catalog/akvariumnoe_oborudovanie/pompy/shanda_sdp_3800_akvariumnaya_podemnaya_pompa_do_2_5m_2500l_ch_18vt/,https://axolotl.ru/upload/iblock/5ee/y5gu61lybhv157gfthqmm4w2hu374ym3/%D1%87%2C%2018%D0%B2%D1%82.png
19787,"SHANDA SDA-8802 Компрессор двухканальный аквариумный, регулируемый, до 100л, 360л/ч (2*180л/ч) 5 вт",1350,"Компрессоры SHANDA SDA-8802 очень тихие и надежные. 

крайне низкий уровень шума благодаря шумопонижающим камерам 

инновационный дизайн, уплотненные стенки корпуса, снижающие вибрацию резиновые опоры 

высокий уровень качества и надежности 

равномерная подача воздуха за счет мощной и долговечной мембраны 

высокий уровень удобства в обслуживании",9555671409290,https://axolotl.ru/catalog/akvariumnoe_oborudovanie/kompressory_i_sredstva_aeratsii/shanda_sda_8802_kompressor_dvukhkanalnyy_akvariumnyy_reguliruemyy_do_100l_360l_ch_2_180l_ch_5_vt/,https://axolotl.ru/upload/iblock/7d6/isogr6g70zrabsoq1x8bz9hjy2jjdr9a/%D1%87%29%205%20%D0%B2%D1%82.png
19793,"SHANDA SDH-318 Нагреватель регулируемый, стеклянный, 300Вт",1120,"Универсальный стеклянный нагреватель с возможностью регулировки.

Для объема: 120-300 л

Мощность: 300 Ватт

Производитель SHANDA (Китай)

Применение нагревателя:

Фиксируется двумя присосками.

Нагреватели - погружные устройства и должны включаться в сеть после установки в аквариуме.

Заданная температура точно поддерживается на нужном уровне (+-1С).

Корпус нагревателя производится из стекла для лучшего теплообмена.",9625018020119,https://axolotl.ru/catalog/akvariumnoe_oborudovanie/nagrevateli_okhladiteli/shanda_sdh_318_nagrevatel_reguliruemyy_steklyannyy_300vt/,https://axolotl.ru/upload/iblock/df2/08uju7fw819p4gkaexnwjwst4h3yn3im/SHANDA%20SDH-318%20%D0%9D%D0%B0%D0%B3%D1%80%D0%B5%D0%B2%D0%B0%D1%82%D0%B5%D0%BB%D1%8C%20%D1%80%D0%B5%D0%B3%D1%83%D0%BB%D0%B8%D1%80%D1%83%D0%B5%D0%BC%D1%8B%D0%B9%2C%20%D1%81%D1%82%D0%B5%D0%BA%D0%BB%D1%8F%D0%BD%D0%BD%D1%8B%D0%B9%2C%20300%D0%92%D1%82.jpeg
19795,"SHANDA SDP-1800 Аквариумная подъемная помпа до 1,6м, 1200л/ч, 7вт",1680,"Подъемная помпа для воды в аквариуме или пруду.

Высота подъема до 1.6м.

Максимальная производительность 1200 л/ч

Максимальная выходная мощность 7 Вт.

Помпа крепится на дне аквариума присосками",9555671409801,https://axolotl.ru/catalog/akvariumnoe_oborudovanie/pompy/shanda_sdp_1800_akvariumnaya_podemnaya_pompa_do_1_6m_1200l_ch_7vt/,https://axolotl.ru/upload/iblock/0e8/n8b4mjag7trfwu3ew0zbx5o4luhv3fz5/%D1%87%2C%207%D0%B2%D1%82.png
